t,y
1.69,-0.715914285298707
1.7,-0.6374035183225681
1.71,-0.5516172563997408
1.72,-0.45950426413726436
1.73,-0.3622144178501698
1.74,-0.2607888174090813
1.75,-0.15641489375548603
1.76,-0.05021324846098717
1.77,0.056579247031428824
1.78,0.16264559867674394
1.79,0.26698021835268876
1.8,0.3682050523773545
1.81,0.4651881010458591
1.82,0.5569276620878417
1.83,0.6422954544121099
1.84,0.7203690604811903
1.85,0.7902132504111548
1.86,0.8510361479923999
1.87,0.9021611000466193
1.8800000000000001,0.9430320557222083
1.8900000000000001,0.9731631279929294
1.9000000000000001,0.9921466247052281
1.9100000000000001,0.9998722927542197
1.92,0.9961996250506571
1.93,0.9811104396596535
1.94,0.9549459820503405
1.95,0.9177984301570551
1.96,0.8702690836425753
1.97,0.8127452946713567
1.98,0.7459703807210688
1.99,0.6707174673607161
2.0,0.5878590652044857
2.0100000000000002,0.4982350766711698
2.02,0.4029802415608585
2.0300000000000002,0.3030548662375
2.04,0.19973972121012987
2.05,0.09415118979034476
2.06,-0.012491948292036863
2.07,-0.11902916772396734
2.08,-0.22422629540198125
2.09,-0.3268554171586467
2.1,-0.42572544404707746
2.11,-0.5197541516898869
2.12,-0.6079261609231604
2.13,-0.6890669864056271
2.14,-0.7624288932345237
2.15,-0.8270789856309235
2.16,-0.8822700068068254
2.17,-0.9274381286373709
2.18,-0.9620247059242004
2.19,-0.9855627397488976
2.2,-0.9979536941375452
2.21,-0.9990323173008807
2.22,-0.988625483304747
2.23,-0.9669356904094322
2.24,-0.9343241488827531
2.25,-0.8909515400472868
2.2600000000000002,-0.8375271277636459
2.27,-0.7744876747658666
2.2800000000000002,-0.7025682741987844
2.29,-0.6227529071780393
2.3000000000000003,-0.5357623097524614
2.31,-0.4426994982269729
2.32,-0.3446184668905401
2.33,-0.242578976960656
2.34,-0.13773836452212745
2.35,-0.031352638276473145
2.36,0.0753998166284577
2.37,0.18125787865881984
2.38,0.2850605543472387
2.39,0.3856372917946904
2.4,0.48176245964138914
2.41,0.572439629161417
2.42,0.6566045716448576
2.43,0.7332777524426821
2.44,0.8016128502056753
2.45,0.8607824545804357
2.46,0.9101259419759999
2.47,0.9491615211579579
2.48,0.9773332040046888
2.49,0.9943430564439331
2.5,1.0000846382831068
2.5100000000000002,0.9943841871719069
2.52,0.9772697461684366
2.5300000000000002,0.9491706366486449
2.54,0.9101617654098277
2.5500000000000003,0.8607856448088487
2.56,0.8015961803088345
2.57,0.7332979837521287
2.58,0.6566191060948084
2.59,0.5724457839238677
2.6,0.4817824719609634
2.61,0.3855900817224552
2.62,0.2850465702973362
2.63,0.18125386928207227
2.64,0.07534777221051402
2.65,-0.031374420026590494
2.66,-0.13778881808526314
2.67,-0.24255068482438275
2.68,-0.34456997295383446
2.69,-0.4427538965829304
2.7,-0.5357971288283443
2.71,-0.6227421614136563
2.72,-0.7026246273440806
2.73,-0.7744864926251437
2.74,-0.8374706225704142
2.75,-0.8909664301672167
2.7600000000000002,-0.9342897687371737
2.77,-0.9669466154486219
2.7800000000000002,-0.9886292837740029
2.79,-0.9989746088071457
2.8000000000000003,-0.9979414490593435
2.81,-0.985621408038853
2.82,-0.9619670057055502
2.83,-0.927393893325555
2.84,-0.8822852291427972
2.85,-0.8270452274116051
2.86,-0.762358832769467
2.87,-0.6890906392782705
2.88,-0.6079162167720581
2.89,-0.5197401911265462
2.9,-0.42570052320285534
2.91,-0.3268167389537531
2.92,-0.22421769070243083
2.93,-0.11909609121436632
2.94,-0.012561893013439589
2.95,0.0941553725139994
2.96,0.19977790937161347
2.97,0.30303876667436375
2.98,0.4029829524284099
2.99,0.49819498182195093
3.0,0.5878175480055797
3.0100000000000002,0.6707499281001581
3.02,0.7459587251247054
3.0300000000000002,0.8127517671315516
3.04,0.8702480312790961
3.0500000000000003,0.9178357189449191
3.06,0.9549374182437078
3.0700000000000003,0.9810936895063711
3.08,0.9962146204745045
3.09,0.9999047564067486
3.1,0.9921783480164929
3.11,0.9731370872355386
3.12,0.9429975235442769
3.13,0.9021974887085296
3.14,0.8510023398492913
3.15,0.7902168842252779
3.16,0.7203487336053891
3.17,0.6422717718212556
3.18,0.5569100279469195
3.19,0.46516479796349436
3.2,0.36813569945897423
3.21,0.2669065498267094
3.22,0.1626451969269754
3.23,0.05659336052788242
3.24,-0.05017826086427698
3.25,-0.15636408652100467
3.2600000000000002,-0.260806630707351
3.27,-0.36219453561031584
3.2800000000000002,-0.4595132848508621
3.29,-0.551571476787981
3.3000000000000003,-0.6373475191104501
3.31,-0.7158852429175054
3.3200000000000003,-0.7862188611296006
3.33,-0.8476217952586428
3.34,-0.8994008109029232
3.35,-0.9408692629645256
3.36,-0.9716058202211981
3.37,-0.9912732497280253
3.38,-0.9996472810296353
3.39,-0.996614664724114
3.4,-0.9822570932292525
3.41,-0.9566792585539433
3.42,-0.9201971266915965
3.43,-0.8732357923547788
3.44,-0.8163247993907297
3.45,-0.7500943683540178
3.46,-0.675260608902777
3.47,-0.5928419021204157
3.48,-0.5035397263272544
3.49,-0.40859205366020956
3.5,-0.3089432948330905
3.5100000000000002,-0.20585367209422462
3.52,-0.10029451279051638
3.5300000000000002,0.0063318608906542465
3.54,0.11290248578037695
3.5500000000000003,0.2181910693645778
3.56,0.3209584191368233
3.5700000000000003,0.42012303522928995
3.58,0.5144400407898794
3.59,0.6029999195707204
3.6,0.6846143615056164
3.61,0.7584369552714755
3.62,0.8235457093041189
3.63,0.8793350783176999
3.64,0.9251181287623703
3.65,0.9603743065625652
3.66,0.9845676666909507
3.67,0.9976522595586548
3.68,0.9993040084845458
3.69,0.9896589410723019
3.7,0.9686144560298569
3.71,0.9365585162594663
3.72,0.8938631959713679
3.73,0.8409849931051732
3.74,0.7784764429400399
3.75,0.7071109658660191
3.7600000000000002,0.627691945155155
3.77,0.541182528723331
3.7800000000000002,0.4484604315279904
3.79,0.35058030513431837
3.8000000000000003,0.24876543194825176
3.81,0.14404091756210446
3.8200000000000003,0.03770744320481184
3.83,-0.06902434409709897
3.84,-0.17500672876841786
3.85,-0.27895532057447336
3.86,-0.3797381594794777
3.87,-0.4761740924887015
3.88,-0.5672649158367511
3.89,-0.6518260192592072
3.9,-0.7289431247729121
3.91,-0.797750504908919
3.92,-0.8574823013871977
3.93,-0.9074372434061793
3.94,-0.9470154704609774
3.95,-0.97590227936106
3.96,-0.9936004294156937
3.97,-0.9999684440777119
3.98,-0.994891650628005
3.99,-0.9785721438296754
4.0,-0.951049534240828
4.01,-0.9126605993817376
4.0200000000000005,-0.8638615110314716
4.03,-0.8052293554294493
4.04,-0.7374293131117983
4.05,-0.6612980496166806
4.0600000000000005,-0.577556525309519
4.07,-0.48719877066778855
4.08,-0.3913561855473257
4.09,-0.290966782240759
4.1,-0.18730633263903126
4.11,-0.08155923050915229
4.12,0.025140648451584348
4.13,0.1316369777690399
4.14,0.23655025996201323
4.15,0.3387663539126884
4.16,0.43719055910975596
4.17,0.5305215977658108
4.18,0.6179174897320596
4.19,0.6981979590185496
4.2,0.7705204653086788
4.21,0.8340870695827882
4.22,0.8881441445325329
4.23,0.9321532121079078
4.24,0.9654496656031109
4.25,0.9877110033603335
4.26,0.9987683129505288
4.2700000000000005,0.9984709561009376
4.28,0.9867436580448578
4.29,0.9637907149320531
4.3,0.9298188634070448
4.3100000000000005,0.8852531210331114
4.32,0.8306233249166716
4.33,0.7665551296644182
4.34,0.6936873341916158
4.3500000000000005,0.6129629357383133
4.36,0.5252295184641668
4.37,0.4315036730927328
4.38,0.332865843372236
4.39,0.23044346211270608
4.4,0.1253659073769522
4.41,0.01887726767678658
4.42,-0.08777981636886509
4.43,-0.19354538131368612
4.44,-0.29699128069341507
4.45,-0.3970655974013309
4.46,-0.4926795758406415
4.47,-0.5826102106188714
4.48,-0.6660103563435876
4.49,-0.7416942490086064
4.5,-0.8090084116609435
4.51,-0.8670469637651389
4.5200000000000005,-0.915205363877492
4.53,-0.952898896792965
4.54,-0.9798224594887005
4.55,-0.9955227979656613
4.5600000000000005,-0.9998773999973964
4.57,-0.9928056158457998
4.58,-0.9744711037146798
4.59,-0.9450206286328446
4.6000000000000005,-0.9047958242630461
4.61,-0.8542681323017158
4.62,-0.7939892651401194
4.63,-0.7245923139855635
4.64,-0.646993459515625
4.65,-0.5620421550698416
4.66,-0.4707024595068044
4.67,-0.37391056413527124
4.68,-0.27291520892061866
4.69,-0.1687573478904419
4.7,-0.0627212776921112
4.71,0.04398607247972184
4.72,0.15022772347919403
4.73,0.2548336093720275
4.74,0.35641518064814376
4.75,0.45399346955242836
4.76,0.5464502527404275
4.7700000000000005,0.6326101023920347
4.78,0.7116177905769329
4.79,0.7824642565288631
4.8,0.8444052434155586
4.8100000000000005,0.8966659825270289
4.82,0.938751783591149
4.83,0.9701857875956236
4.84,0.9904753505723494
4.8500000000000005,0.9995161057108398
4.86,0.9971914677946442
4.87,0.9834503925525289
4.88,0.9585328414345846
4.89,0.9226985463529753
4.9,0.8763439232827651
4.91,0.8199950109577033
4.92,0.7542536074207188
4.93,0.6799893877473597
4.94,0.5979816189033308
4.95,0.5091122670091669
4.96,0.41440393686909227
4.97,0.31502122414524597
4.98,0.21204995270010912
4.99,0.10664287135141279
5.0,6.23767995607013e-05
5.01,-0.10655731756195899
5.0200000000000005,-0.21194917219278575
5.03,-0.3149683621633614
5.04,-0.4143366303813484
5.05,-0.5089816043318327
5.0600000000000005,-0.5979025121056594
5.07,-0.6799221588632625
5.08,-0.7542112393074916
5.09,-0.8198666841023303
5.1000000000000005,-0.8762952015338796
5.11,-0.9226097853967208
5.12,-0.9585186251031309
5.13,-0.9834159243794581
5.14,-0.9971422909144259
5.15,-0.9994717091721488
5.16,-0.9904284474062687
5.17,-0.9700485332457045
5.18,-0.9386929049793359
5.19,-0.8965867606225094
5.2,-0.8442511112950689
5.21,-0.7823175011135479
5.22,-0.7114618550710546
5.23,-0.6325634240269762
5.24,-0.5463521504231613
5.25,-0.45390963718447314
5.26,-0.3563558644363285
5.2700000000000005,-0.25473000514016053
5.28,-0.15021173625851228
5.29,-0.04394327535892035
5.3,0.06282577344908372
5.3100000000000005,0.16883671229725675
5.32,0.2729761720534742
5.33,0.37398752870610974
5.34,0.47078087872251795
5.3500000000000005,0.5621220006331552
5.36,0.6470800951275536
5.37,0.7247148073674027
5.38,0.7940597331826866
5.39,0.8543032055045676
5.4,0.9048770058222739
5.41,0.9451248287634252
5.42,0.9745320001089902
5.43,0.9929176097923206
5.44,0.9999320877756724
5.45,0.9956252736814033
5.46,0.9799153406599037
5.47,0.9530278470400553
5.48,0.9152749302777949
5.49,0.8671517938407318
5.5,0.8090430055010638
5.51,0.7417823090158412
5.5200000000000005,0.6660874723294891
5.53,0.5827768042818873
5.54,0.49281020499196043
5.55,0.39722866285072334
5.5600000000000005,0.29706682300408727
5.57,0.19358730326729373
5.58,0.08787607834482802
5.59,-0.018801057271296006
5.6000000000000005,-0.12528869672009016
5.61,-0.2303173281404767
5.62,-0.3327997448026927
5.63,-0.4314130458078091
5.64,-0.5251736409712189
5.65,-0.6128727343927295
5.66,-0.6935687479801593
5.67,-0.7664319221740632
5.68,-0.8305250973310042
5.69,-0.8851955315324126
5.7,-0.9296944788028836
5.71,-0.9636825721936673
5.72,-0.9866832978331735
5.73,-0.9983362752325919
5.74,-0.9987186304174605
5.75,-0.9876241887593158
5.76,-0.9653065229339068
5.7700000000000005,-0.9320495109261886
5.78,-0.8881333397269568
5.79,-0.8340208309497505
5.8,-0.770479039712874
5.8100000000000005,-0.6981156999715309
5.82,-0.6177754867397334
5.83,-0.5304405830640999
5.84,-0.43709375591779526
5.8500000000000005,-0.3387350368546533
5.86,-0.23641740590192512
5.87,-0.13150889608748018
5.88,-0.025121902044968114
5.89,0.08164245154832063
5.9,0.18738662923531224
5.91,0.29112144334261264
5.92,0.39139902724615033
5.93,0.48729627613751036
5.94,0.5776001109027863
5.95,0.6613860860764373
5.96,0.7375900930645537
5.97,0.805348642201692
5.98,0.8639821818156967
5.99,0.9127741667513487
6.0,0.9511076325476612
6.01,0.9786128839677566
6.0200000000000005,0.9949947671359766
6.03,0.9999981066519452
6.04,0.9936195537499493
6.05,0.9759324190230707
6.0600000000000005,0.9471000325897274
6.07,0.9075239246877815
6.08,0.8575780444354316
6.09,0.7978297954752207
6.1000000000000005,0.7290012338609704
6.11,0.651850339041385
6.12,0.5673117593472687
6.13,0.4762686968496929
6.140000000000001,0.3798603582058269
6.15,0.2790088858504639
6.16,0.17507806933483008
6.17,0.06908771866017181
6.18,-0.03767621163418216
6.19,-0.14400267627948857
6.2,-0.24867382522020287
6.21,-0.3504518897745856
6.22,-0.44831037066532264
6.23,-0.5410613756469642
6.24,-0.6276256194806711
6.25,-0.7070729905456491
6.26,-0.7783785357904978
6.2700000000000005,-0.8409293396037575
6.28,-0.8937842039802475
6.29,-0.9364766959392828
6.3,-0.9685189054704854
6.3100000000000005,-0.9895132778262974
6.32,-0.9992099075440628
6.33,-0.99758157034184
6.34,-0.9845169968572605
6.3500000000000005,-0.9602357705466644
6.36,-0.9250176574566192
6.37,-0.8792555826911692
6.38,-0.8234696920856569
6.390000000000001,-0.7583585486667869
6.4,-0.6845150688603497
6.41,-0.602884926398002
6.42,-0.514355874641823
6.43,-0.4200802416576838
6.44,-0.3209102522426347
6.45,-0.2181023596112866
6.46,-0.11282864515298424
6.47,-0.006269292264766112
6.48,0.10039425078936486
6.49,0.20589526388701343
6.5,0.3090315614958117
6.51,0.40869595813439735
6.5200000000000005,0.50370681501541
6.53,0.5928887193461123
6.54,0.675357493716712
6.55,0.7501153232644955
6.5600000000000005,0.8164233317616173
6.57,0.8733412088445016
6.58,0.9202489932080649
6.59,0.9567615730254371
6.6000000000000005,0.9823024074496779
6.61,0.9966686223638122
6.62,0.9997413919787008
6.63,0.9913351259329222
6.640000000000001,0.9716874828687931
6.65,0.9409135752762254
6.66,0.8994307059796746
6.67,0.8476876966253352
6.68,0.786309735134959
6.69,0.7159885894217887
6.7,0.6374529831492514
6.71,0.5517320850150904
6.72,0.4596459092546584
6.73,0.3623408567947749
6.74,0.26089385052433706
6.75,0.15645649003409243
6.76,0.05028614730810651
6.7700000000000005,-0.05647431149994443
6.78,-0.16261870661090455
6.79,-0.2668851977776884
6.8,-0.36805864090120355
6.8100000000000005,-0.4651293837962352
6.82,-0.5567969455850846
6.83,-0.6422133791901364
6.84,-0.7202540738079564
6.8500000000000005,-0.7901423359102305
6.86,-0.8509806858169604
6.87,-0.9020988988673272
6.88,-0.9429375632079375
6.890000000000001,-0.9730218603372254
6.9,-0.9920659626230826
6.91,-0.9997488346650667
6.92,-0.9961092794227837
6.93,-0.9810394836147304
6.94,-0.954802987773554
6.95,-0.9176785372601876
6.96,-0.8701788623661911
6.97,-0.8126671589790493
6.98,-0.7458866614701236
6.99,-0.6706742344945313
7.0,-0.5877206295398386
7.01,-0.49810649040051347
7.0200000000000005,-0.40287531191787374
7.03,-0.3030070184631768
7.04,-0.19965240426278008
7.05,-0.09409034940380552
7.0600000000000005,0.012609231317496342
7.07,0.11914295377874673
7.08,0.22428210948884927
7.09,0.32693172057788994
7.1000000000000005,0.4258449018183972
7.11,0.5198826401238564
7.12,0.6079329673049023
7.13,0.6891911918457901
7.140000000000001,0.7625122082277579
7.15,0.8271543309470196
7.16,0.882321076115937
7.17,0.9275242688952199
7.18,0.962094777080188
7.19,0.9857012756092884
7.2,0.9980687046325591
7.21,0.9990610536640957
7.22,0.9887111886304369
7.23,0.9670770328520587
7.24,0.9343760685078293
7.25,0.8910917313322505
7.26,0.8375674276816013
7.2700000000000005,0.7745761571156042
7.28,0.7026942223153017
7.29,0.6227914095923358
7.3,0.535907682954723
7.3100000000000005,0.44283954262579267
7.32,0.3446644515253947
7.33,0.24262013333208743
7.34,0.13785486429372318
7.3500000000000005,0.03141848841074463
7.36,-0.07525561201103613
7.37,-0.18111971341704114
7.38,-0.28498230703119043
7.390000000000001,-0.3855678177879738
7.4,-0.4816818200738834
7.41,-0.5723605147309152
7.42,-0.6565660192790751
7.43,-0.7331776064622451
7.44,-0.8015017497327501
7.45,-0.8606770822927303
7.46,-0.9100222407360815
7.47,-0.9490509345599831
7.48,-0.9772224377037084
7.49,-0.9942775768165111
7.5,-0.9999660925451198
7.51,-0.9942298531203907
7.5200000000000005,-0.9771886331957762
7.53,-0.949082693784858
7.54,-0.9100689797159127
7.55,-0.860669780001442
7.5600000000000005,-0.8014979160199013
7.57,-0.7332357485670998
7.58,-0.6565322210032359
7.59,-0.572423967610944
7.6000000000000005,-0.48174742857784986
7.61,-0.385544258748814
7.62,-0.28497150942704585
7.63,-0.1811636955455224
7.640000000000001,-0.07529616301970608
7.65,0.03141451902682895
7.66,0.1378705409546587
7.67,0.24264953751474494
7.68,0.34469888595942433
7.69,0.4427780450281688
7.7,0.5358773879018442
7.71,0.6228258314430862
7.72,0.702676340259291
7.73,0.7745776053897143
7.74,0.8376129149090937
7.75,0.8910897295526269
7.76,0.9343431804109826
7.7700000000000005,0.9670216515967347
7.78,0.9886756184589113
7.79,0.9990419021876201
7.8,0.9980593576212698
7.8100000000000005,0.9856478074109329
7.82,0.9620629583263444
7.83,0.9274483277766807
7.84,0.8823751715701549
7.8500000000000005,0.827092930712565
7.86,0.7625117862453334
7.87,0.6891908371505108
7.88,0.6079353974969646
7.890000000000001,0.5199036579601961
7.9,0.4258011768989762
7.91,0.32694459056730285
7.92,0.22427622601028366
7.930000000000001,0.11914831839402107
7.94,0.01260490124559271
7.95,-0.09405700707930503
7.96,-0.19964474399099197
7.97,-0.30300678857809643
7.98,-0.40285908015176447
7.99,-0.49811771663604515
8.0,-0.5877041355240225
8.01,-0.6706528309965146
8.02,-0.7459275185008205
8.03,-0.8126504758342565
8.040000000000001,-0.8701317838958961
8.05,-0.9177252089058232
8.06,-0.9547874795284934
8.07,-0.9810500989080286
8.08,-0.996095042515242
8.09,-0.999816596413528
8.1,-0.9920951971587071
8.11,-0.9730440786457276
8.120000000000001,-0.942928563915879
8.13,-0.9020590558432319
8.14,-0.8509136908000939
8.15,-0.7900711030150318
8.16,-0.7202508516652498
8.17,-0.6422164026954515
8.18,-0.5568428699728534
8.19,-0.4651234451634372
8.2,-0.368108190777208
8.21,-0.2668433429512616
8.22,-0.16262446957739796
8.23,-0.0564982270036933
8.24,0.05032991836879818
8.25,0.15649805158648383
8.26,0.26087225454931035
8.27,0.362307145476459
8.28,0.4596224641366775
8.290000000000001,0.5516562692725377
8.3,0.6374519678874219
8.31,0.7159699289396965
8.32,0.7863252852848353
8.33,0.847678765380383
8.34,0.8994532334971432
8.35,0.9409070521005856
8.36,0.9716489752039317
8.370000000000001,0.9913772732486554
8.38,0.999695955606978
8.39,0.9966992349150463
8.4,0.9823639151536987
8.41,0.9567194940197621
8.42,0.9202558410897186
8.43,0.8733115683555414
8.44,0.8163458785277201
8.45,0.750113337953492
8.46,0.6753435682898561
8.47,0.5928823744528433
8.48,0.5036946156285298
8.49,0.40871924187646264
8.5,0.30908755539563
8.51,0.20588546360583512
8.52,0.10038371502988942
8.53,-0.006252813076163493
8.540000000000001,-0.1128530132370478
8.55,-0.21809074771208198
8.56,-0.32093144814724484
8.57,-0.4200053506633789
8.58,-0.5143664514000214
8.59,-0.6028781153080846
8.6,-0.6844777541590802
8.61,-0.7583196065492027
8.620000000000001,-0.8234993834835882
8.63,-0.8792684210622519
8.64,-0.9250389955012535
8.65,-0.9602757388439522
8.66,-0.9845368537703054
8.67,-0.9975933919895452
8.68,-0.9992114614693796
8.69,-0.9895153932761882
8.700000000000001,-0.968520529235058
8.71,-0.9365019572277984
8.72,-0.8938272706969548
8.73,-0.8408802240674892
8.74,-0.7784572451881971
8.75,-0.7070804598458161
8.76,-0.6276904145734415
8.77,-0.5410381899866872
8.78,-0.44837593034117573
8.790000000000001,-0.3505245960498804
8.8,-0.24860631493156185
8.81,-0.14398296296270158
8.82,-0.03764900353846368
8.83,0.06910979731885422
8.84,0.1750704144101979
8.85,0.27907749605219245
8.86,0.37986150656675405
8.870000000000001,0.4763231428869319
8.88,0.5673037128538148
8.89,0.6518423511728972
8.9,0.7289856578196302
8.91,0.7978404394738716
8.92,0.8575382973086549
8.93,0.9075318435274776
8.94,0.9471557670171216
8.950000000000001,0.9759929742269847
8.96,0.9936810207684298
8.97,0.9999897953273766
8.98,0.9950167237993712
8.99,0.9786644836831647
9.0,0.9510754466871436
9.01,0.9127324976040319
9.02,0.8639594991326209
9.03,0.8053371026217456
9.040000000000001,0.7375966854824801
9.05,0.6613811242785045
9.06,0.5776191469268014
9.07,0.48726285187066265
9.08,0.39139472389957286
9.09,0.2910961770403283
9.1,0.18743486856538757
9.11,0.0816168787583357
9.120000000000001,-0.02508804935410871
9.13,-0.13148467978612777
9.14,-0.23644632667989124
9.15,-0.33870846121726356
9.16,-0.43705169962047075
9.17,-0.5304783986001406
9.18,-0.6178320665299013
9.19,-0.6981035289599281
9.200000000000001,-0.7704783160941387
9.21,-0.8340370794295091
9.22,-0.8880615704639082
9.23,-0.9319930242350632
9.24,-0.965360623435875
9.25,-0.9876456268384883
9.26,-0.9987024365744516
9.27,-0.9983607907464225
9.28,-0.986672836950462
9.290000000000001,-0.9637008810714035
9.3,-0.929710317441077
9.31,-0.8851837266046876
9.32,-0.8305677428587581
9.33,-0.7664372579207731
9.34,-0.6935936807144449
9.35,-0.6129046747714008
9.36,-0.5251183110661695
9.370000000000001,-0.43140182862979215
9.38,-0.33280589752425604
9.39,-0.23037566947318344
9.4,-0.12529330623283721
9.41,-0.018822977705034195
9.42,0.08789193408387949
9.43,0.1936216789719496
9.44,0.29704377845912605
9.450000000000001,0.3972326553435127
9.46,0.4927559713663736
9.47,0.5827762147790978
9.48,0.666059298684953
9.49,0.7418242696846955
9.5,0.8090807514543537
9.51,0.8670890043164999
9.52,0.9152765876409892
9.53,0.953052435736354
9.540000000000001,0.9798986861123687
9.55,0.9956168482363671
9.56,1.0000054036693158
9.57,0.9929468493720671
9.58,0.9745852376255105
9.59,0.9451212582388665
9.6,0.9048843466029877
9.61,0.8542878510630608
9.620000000000001,0.7939971517141865
9.63,0.7246817527451471
9.64,0.6471241795895014
9.65,0.5620961289784623
9.66,0.4707191774242958
9.67,0.373989338673547
9.68,0.27297051328353145
9.69,0.1688406687897823
9.700000000000001,0.06281190099010642
9.71,-0.04394648985807977
9.72,-0.15016667945155646
9.73,-0.25472507778319414
9.74,-0.3563451085539853
9.75,-0.45395063131145413
9.76,-0.5463497058098286
9.77,-0.6325348936648895
9.78,-0.7114933637891148
9.790000000000001,-0.7823842653340904
9.8,-0.8443035176628004
9.81,-0.8966296398684571
9.82,-0.9387256136315419
9.83,-0.9701107331213039
9.84,-0.9904131739228135
9.85,-0.9994290498638709
9.86,-0.9970878952638383
9.870000000000001,-0.9834097639757348
9.88,-0.9584954439203984
9.89,-0.9226336797372416
9.9,-0.8762812945263944
9.91,-0.8199418666398524
9.92,-0.7542480603469824
9.93,-0.6799512383793959
9.94,-0.5978899109252179
9.950000000000001,-0.50897448713003
