,time,y
186,1.86,-1.445261022305144
187,1.87,-1.9122719692460732
188,1.8800000000000001,-2.311539728327376
189,1.8900000000000001,-2.6289200401315904
190,1.9000000000000001,-2.8531695488854627
191,1.9100000000000001,-2.9763441039434353
192,1.92,-2.9940801852848145
193,1.93,-2.905749483385897
194,1.94,-2.7144811573980614
195,1.95,-2.4270509831248415
196,1.96,-2.0536413177860755
197,1.97,-1.6074803849369943
198,1.98,-1.104373658054032
199,1.99,-0.5621439437571856
200,2.0,-4.408728476930472e-15
201,2.0100000000000002,0.5621439437571769
202,2.02,1.1043736580540238
203,2.0300000000000002,1.607480384937005
204,2.04,2.053641317786069
205,2.05,2.427050983124836
206,2.06,2.714481157398058
207,2.07,2.9057494833858892
208,2.08,2.994080185284814
209,2.09,2.976344103943436
210,2.1,2.853169548885459
211,2.11,2.6289200401315944
212,2.12,2.311539728327368
213,2.13,1.9122719692460803
214,2.14,1.4452610223051519
215,2.15,0.9270509831248417
216,2.16,0.3759997006929048
217,2.17,-0.1883715585879343
218,2.18,-0.7460696614945659
219,2.19,-1.2773378746952069
220,2.2,-1.7633557568774154
221,2.21,-2.186905882264236
222,2.22,-2.5329837765060503
223,2.23,-2.7893294576647527
224,2.24,-2.946861752186067
225,2.25,-3.0
226,2.2600000000000002,-2.9468617521860625
227,2.27,-2.7893294576647523
228,2.2800000000000002,-2.532983776506039
229,2.29,-2.186905882264236
230,2.3000000000000003,-1.7633557568774147
231,2.31,-1.2773378746952255
232,2.32,-0.7460696614945859
233,2.33,-0.18837155858793353
234,2.34,0.37599970069290556
235,2.35,0.9270509831248424
236,2.36,1.4452610223051339
237,2.37,1.9122719692460644
238,2.38,2.3115397283273547
239,2.39,2.628920040131595
240,2.4,2.853169548885459
241,2.41,2.9763441039434335
242,2.42,2.9940801852848153
243,2.43,2.9057494833858946
244,2.44,2.7144811573980663
245,2.45,2.427050983124836
246,2.46,2.0536413177860684
247,2.47,1.6074803849369863
248,2.48,1.1043736580540429
249,2.49,0.5621439437571761
250,2.5,1.616905163256459e-14
251,2.5100000000000002,-0.5621439437571862
252,2.52,-1.1043736580540329
253,2.5300000000000002,-1.607480384936995
254,2.54,-2.0536413177860604
255,2.5500000000000003,-2.427050983124842
256,2.56,-2.714481157398062
257,2.57,-2.9057494833858915
258,2.58,-2.9940801852848145
259,2.59,-2.9763441039434353
260,2.6,-2.8531695488854627
261,2.61,-2.6289200401316
262,2.62,-2.3115397283273618
263,2.63,-1.9122719692460728
264,2.64,-1.4452610223051434
265,2.65,-0.9270509831248528
266,2.66,-0.37599970069291644
267,2.67,0.18837155858792254
268,2.68,0.7460696614945751
269,2.69,1.2773378746952155
270,2.7,1.7633557568774232
271,2.71,2.186905882264228
272,2.72,2.532983776506044
273,2.73,2.7893294576647483
274,2.74,2.9468617521860683
275,2.75,3.0
276,2.7600000000000002,2.9468617521860647
277,2.77,2.7893294576647567
278,2.7800000000000002,2.532983776506045
279,2.79,2.186905882264244
280,2.8000000000000003,1.7633557568774072
281,2.81,1.2773378746952169
282,2.82,0.7460696614945765
283,2.83,0.1883715585879453
284,2.84,-0.3759997006928939
285,2.85,-0.9270509831248313
286,2.86,-1.445261022305142
287,2.87,-1.9122719692460715
288,2.88,-2.311539728327361
289,2.89,-2.6289200401315895
290,2.9,-2.8531695488854556
291,2.91,-2.976344103943435
292,2.92,-2.9940801852848145
293,2.93,-2.905749483385892
294,2.94,-2.7144811573980623
295,2.95,-2.4270509831248432
296,2.96,-2.053641317786077
297,2.97,-1.6074803849369783
298,2.98,-1.1043736580540342
299,2.99,-0.5621439437571667
300,3.0,-6.6130927153957075e-15
301,3.0100000000000002,0.5621439437571747
302,3.02,1.1043736580540218
303,3.0300000000000002,1.607480384937003
304,3.04,2.053641317786067
305,3.0500000000000003,2.4270509831248477
306,3.06,2.7144811573980565
307,3.0700000000000003,2.905749483385894
308,3.08,2.994080185284814
309,3.09,2.9763441039434366
310,3.1,2.8531695488854596
311,3.11,2.6289200401315957
312,3.12,2.3115397283273693
313,3.13,1.912271969246082
314,3.14,1.4452610223051539
315,3.15,0.9270509831248439
316,3.16,0.37599970069290695
317,3.17,-0.1883715585879321
318,3.18,-0.7460696614945638
319,3.19,-1.2773378746952049
320,3.2,-1.7633557568774139
321,3.21,-2.186905882264235
322,3.22,-2.5329837765060494
323,3.23,-2.789329457664752
324,3.24,-2.946861752186066
325,3.25,-3.0
326,3.2600000000000002,-2.946861752186063
327,3.27,-2.7893294576647536
328,3.2800000000000002,-2.5329837765060397
329,3.29,-2.186905882264237
330,3.3000000000000003,-1.7633557568774167
331,3.31,-1.2773378746952275
332,3.3200000000000003,-0.7460696614945467
333,3.33,-0.18837155858793575
334,3.34,0.3759997006929033
335,3.35,0.9270509831248404
336,3.36,1.4452610223051319
337,3.37,1.9122719692460626
338,3.38,2.3115397283273533
339,3.39,2.628920040131594
340,3.4,2.853169548885452
341,3.41,2.9763441039434335
342,3.42,2.994080185284816
343,3.43,2.9057494833858897
344,3.44,2.7144811573980583
345,3.45,2.42705098312485
346,3.46,2.0536413177860853
347,3.47,1.6074803849369883
348,3.48,1.1043736580540449
349,3.49,0.5621439437571574
350,3.5,-2.942866201773178e-15
351,3.5100000000000002,-0.5621439437571631
352,3.52,-1.1043736580540107
353,3.5300000000000002,-1.6074803849369932
354,3.54,-2.0536413177860586
355,3.5500000000000003,-2.4270509831248535
356,3.56,-2.714481157398061
357,3.5700000000000003,-2.9057494833858915
358,3.58,-2.9940801852848136
359,3.59,-2.976344103943438
360,3.6,-2.853169548885463
361,3.61,-2.628920040131601
362,3.62,-2.311539728327363
363,3.63,-1.9122719692460746
364,3.64,-1.445261022305164
365,3.65,-0.9270509831248347
366,3.66,-0.3759997006929186
367,3.67,0.18837155858792035
368,3.68,0.746069661494573
369,3.69,1.2773378746952135
370,3.7,1.763355756877404
371,3.71,2.1869058822642415
372,3.72,2.5329837765060432
373,3.73,2.789329457664748
374,3.74,2.9468617521860683
375,3.75,3.0
376,3.7600000000000002,2.946861752186061
377,3.77,2.7893294576647496
378,3.7800000000000002,2.5329837765060463
379,3.79,2.186905882264245
380,3.8000000000000003,1.7633557568774088
381,3.81,1.2773378746952189
382,3.8200000000000003,0.7460696614945375
383,3.83,0.1883715585879262
384,3.84,-0.3759997006929128
385,3.85,-0.9270509831248293
386,3.86,-1.4452610223051214
387,3.87,-1.91227196924607
388,3.88,-2.3115397283273595
389,3.89,-2.6289200401315984
390,3.9,-2.8531695488854614
391,3.91,-2.9763441039434317
392,3.92,-2.9940801852848162
393,3.93,-2.9057494833858923
394,3.94,-2.714481157398063
395,3.95,-2.4270509831248317
396,3.96,-2.053641317786063
397,3.97,-1.6074803849369983
398,3.98,-1.104373658054056
399,3.99,-0.5621439437571689
400,4.0,-8.817456953860943e-15
401,4.01,0.5621439437571516
402,4.0200000000000005,1.1043736580540395
403,4.03,1.6074803849369834
404,4.04,2.05364131778605
405,4.05,2.4270509831248215
406,4.0600000000000005,2.714481157398074
407,4.07,2.905749483385899
408,4.08,2.9940801852848153
409,4.09,2.9763441039434344
410,4.1,2.853169548885467
411,4.11,2.6289200401315864
412,4.12,2.3115397283273706
413,4.13,1.9122719692460834
414,4.14,1.4452610223051745
415,4.15,0.9270509831248459
416,4.16,0.37599970069293026
417,4.17,-0.1883715585879086
418,4.18,-0.7460696614945204
419,4.19,-1.2773378746952415
420,4.2,-1.763355756877429
421,4.21,-2.1869058822642335
422,4.22,-2.532983776506037
423,4.23,-2.789329457664759
424,4.24,-2.9468617521860656
425,4.25,-3.0
426,4.26,-2.9468617521860714
427,4.2700000000000005,-2.789329457664754
428,4.28,-2.5329837765060526
429,4.29,-2.1869058822642535
430,4.3,-1.7633557568774183
431,4.3100000000000005,-1.277337874695191
432,4.32,-0.7460696614945488
433,4.33,-0.18837155858793797
434,4.34,0.3759997006929011
435,4.3500000000000005,0.9270509831248586
436,4.36,1.4452610223051487
437,4.37,1.9122719692460608
438,4.38,2.311539728327352
439,4.39,2.628920040131572
440,4.4,2.8531695488854574
441,4.41,2.976344103943436
442,4.42,2.9940801852848145
443,4.43,2.9057494833858954
444,4.44,2.7144811573980503
445,4.45,2.427050983124839
446,4.46,2.0536413177860715
447,4.47,1.6074803849370078
448,4.48,1.1043736580540273
449,4.49,0.5621439437571805
450,4.5,2.0577780109495062e-14
451,4.51,-0.56214394375714
452,4.5200000000000005,-1.1043736580540682
453,4.53,-1.6074803849370092
454,4.54,-2.053641317786073
455,4.55,-2.4270509831248397
456,4.5600000000000005,-2.714481157398069
457,4.57,-2.905749483385896
458,4.58,-2.9940801852848145
459,4.59,-2.9763441039434357
460,4.6000000000000005,-2.8531695488854574
461,4.61,-2.628920040131592
462,4.62,-2.3115397283273786
463,4.63,-1.9122719692460926
464,4.64,-1.4452610223051847
465,4.65,-0.9270509831248166
466,4.66,-0.3759997006928997
467,4.67,0.1883715585879394
468,4.68,0.7460696614945502
469,4.69,1.2773378746952309
470,4.7,1.7633557568774196
471,4.71,2.1869058822642256
472,4.72,2.532983776506031
473,4.73,2.7893294576647545
474,4.74,2.946861752186064
475,4.75,3.0
476,4.76,2.9468617521860736
477,4.7700000000000005,2.789329457664743
478,4.78,2.532983776506036
479,4.79,2.186905882264232
480,4.8,1.763355756877428
481,4.8100000000000005,1.2773378746952015
482,4.82,0.7460696614945602
483,4.83,0.18837155858794968
484,4.84,-0.37599970069288946
485,4.8500000000000005,-0.9270509831248473
486,4.86,-1.4452610223051383
487,4.87,-1.912271969246052
488,4.88,-2.3115397283273444
489,4.89,-2.628920040131587
490,4.9,-2.853169548885467
491,4.91,-2.9763441039434344
492,4.92,-2.994080185284815
493,4.93,-2.9057494833858986
494,4.94,-2.714481157398055
495,4.95,-2.4270509831248455
496,4.96,-2.05364131778608
497,4.97,-1.607480384937018
498,4.98,-1.1043736580540382
499,4.99,-0.562143943757192
500,5.0,-3.233810326512918e-14
501,5.01,0.5621439437571704
502,5.0200000000000005,1.1043736580540573
503,5.03,1.6074803849369994
504,5.04,2.053641317786064
505,5.05,2.4270509831248326
506,5.0600000000000005,2.7144811573980636
507,5.07,2.905749483385893
508,5.08,2.9940801852848136
509,5.09,2.976344103943437
510,5.1000000000000005,2.853169548885461
511,5.11,2.6289200401315975
512,5.12,2.311539728327358
513,5.13,1.9122719692460688
514,5.14,1.4452610223051576
515,5.15,0.9270509831248277
516,5.16,0.37599970069291133
517,5.17,-0.18837155858792767
518,5.18,-0.7460696614945388
519,5.19,-1.2773378746952202
520,5.2,-1.76335575687741
521,5.21,-2.1869058822642176
522,5.22,-2.532983776506024
523,5.23,-2.789329457664766
524,5.24,-2.9468617521860696
525,5.25,-3.0
526,5.26,-2.946861752186068
527,5.2700000000000005,-2.789329457664747
528,5.28,-2.5329837765060423
529,5.29,-2.18690588226424
530,5.3,-1.7633557568774374
531,5.3100000000000005,-1.2773378746952122
532,5.32,-0.7460696614945717
533,5.33,-0.18837155858796145
534,5.34,0.3759997006928778
535,5.3500000000000005,0.9270509831248767
536,5.36,1.4452610223051652
537,5.37,1.9122719692460755
538,5.38,2.311539728327364
539,5.39,2.6289200401315815
540,5.4,2.8531695488854636
541,5.41,2.976344103943433
542,5.42,2.994080185284816
543,5.43,2.905749483385901
544,5.44,2.71448115739806
545,5.45,2.427050983124852
546,5.46,2.053641317786089
547,5.47,1.6074803849370278
548,5.48,1.1043736580540093
549,5.49,0.5621439437571617
550,5.5,1.4658622751572938e-15
551,5.51,-0.5621439437571588
552,5.5200000000000005,-1.1043736580540464
553,5.53,-1.6074803849369892
554,5.54,-2.0536413177860555
555,5.55,-2.4270509831248255
556,5.5600000000000005,-2.7144811573980587
557,5.57,-2.9057494833858897
558,5.58,-2.994080185284813
559,5.59,-2.976344103943439
560,5.6000000000000005,-2.853169548885451
561,5.61,-2.628920040131583
562,5.62,-2.311539728327366
563,5.63,-1.912271969246078
564,5.64,-1.4452610223051678
565,5.65,-0.9270509831248388
566,5.66,-0.375999700692923
567,5.67,0.18837155858791593
568,5.68,0.7460696614945275
569,5.69,1.2773378746952095
570,5.7,1.7633557568774008
571,5.71,2.1869058822642384
572,5.72,2.532983776506041
573,5.73,2.7893294576647616
574,5.74,2.9468617521860674
575,5.75,3.0
576,5.76,2.94686175218607
577,5.7700000000000005,2.7893294576647514
578,5.78,2.5329837765060486
579,5.79,2.1869058822642486
580,5.8,1.7633557568774472
581,5.8100000000000005,1.2773378746952229
582,5.82,0.7460696614945417
583,5.83,0.18837155858793064
584,5.84,-0.37599970069290845
585,5.8500000000000005,-0.9270509831248654
586,5.86,-1.445261022305155
587,5.87,-1.9122719692460666
588,5.88,-2.311539728327357
589,5.89,-2.6289200401315758
590,5.9,-2.85316954888546
591,5.91,-2.9763441039434313
592,5.92,-2.9940801852848167
593,5.93,-2.9057494833859043
594,5.94,-2.714481157398047
595,5.95,-2.4270509831248344
596,5.96,-2.053641317786066
597,5.97,-1.607480384937002
598,5.98,-1.1043736580540204
599,5.99,-0.5621439437571732
600,6.0,-1.3226185430791415e-14
601,6.01,0.5621439437571473
602,6.0200000000000005,1.1043736580540355
603,6.03,1.6074803849369796
604,6.04,2.053641317786047
605,6.05,2.427050983124819
606,6.0600000000000005,2.714481157398072
607,6.07,2.9057494833858977
608,6.08,2.994080185284815
609,6.09,2.9763441039434344
610,6.1000000000000005,2.8531695488854547
611,6.11,2.6289200401315886
612,6.12,2.3115397283273738
613,6.13,1.912271969246087
614,6.140000000000001,1.4452610223051408
615,6.15,0.92705098312485
616,6.16,0.37599970069293465
617,6.17,-0.18837155858790422
618,6.18,-0.7460696614945161
619,6.19,-1.2773378746952375
620,6.2,-1.7633557568774254
621,6.21,-2.1869058822642304
622,6.22,-2.5329837765060343
623,6.23,-2.789329457664757
624,6.24,-2.946861752186065
625,6.25,-3.0
626,6.26,-2.9468617521860723
627,6.2700000000000005,-2.789329457664756
628,6.28,-2.5329837765060548
629,6.29,-2.186905882264256
630,6.3,-1.763355756877422
631,6.3100000000000005,-1.2773378746951949
632,6.32,-0.746069661494553
633,6.33,-0.18837155858794236
634,6.34,0.3759997006928968
635,6.3500000000000005,0.9270509831248543
636,6.36,1.4452610223051447
637,6.37,1.9122719692460577
638,6.38,2.3115397283273493
639,6.390000000000001,2.628920040131591
640,6.4,2.8531695488854565
641,6.41,2.9763441039434353
642,6.42,2.9940801852848145
643,6.43,2.905749483385897
644,6.44,2.714481157398052
645,6.45,2.4270509831248415
646,6.46,2.0536413177860746
647,6.47,1.6074803849370116
648,6.48,1.1043736580540313
649,6.49,0.5621439437571848
650,6.5,2.4986508586425534e-14
651,6.51,-0.5621439437571357
652,6.5200000000000005,-1.104373658054064
653,6.53,-1.6074803849370056
654,6.54,-2.0536413177860693
655,6.55,-2.427050983124837
656,6.5600000000000005,-2.714481157398067
657,6.57,-2.905749483385895
658,6.58,-2.994080185284814
659,6.59,-2.976344103943436
660,6.6000000000000005,-2.8531695488854587
661,6.61,-2.628920040131594
662,6.62,-2.3115397283273813
663,6.63,-1.9122719692460959
664,6.640000000000001,-1.4452610223051139
665,6.65,-0.9270509831248207
666,6.66,-0.375999700692904
667,6.67,0.18837155858793503
668,6.68,0.746069661494546
669,6.69,1.2773378746952269
670,6.7,1.763355756877416
671,6.71,2.1869058822642224
672,6.72,2.532983776506028
673,6.73,2.789329457664753
674,6.74,2.946861752186063
675,6.75,3.0
676,6.76,2.9468617521860745
677,6.7700000000000005,2.7893294576647443
678,6.78,2.532983776506039
679,6.79,2.1869058822642353
680,6.8,1.763355756877466
681,6.8100000000000005,1.2773378746952442
682,6.82,0.7460696614945644
683,6.83,0.18837155858791155
684,6.84,-0.375999700692885
685,6.8500000000000005,-0.9270509831248432
686,6.86,-1.4452610223051718
687,6.87,-1.9122719692460486
688,6.88,-2.311539728327369
689,6.890000000000001,-2.6289200401316055
690,6.9,-2.8531695488854525
691,6.91,-2.976344103943434
692,6.92,-2.994080185284818
693,6.93,-2.9057494833858994
694,6.94,-2.714481157398057
695,6.95,-2.427050983124823
696,6.96,-2.0536413177860835
697,6.97,-1.6074803849369856
698,6.98,-1.1043736580540027
699,6.99,-0.5621439437571963
700,7.0,5.885732403546356e-15
701,7.01,0.5621439437571242
702,7.0200000000000005,1.1043736580540136
703,7.03,1.6074803849369956
704,7.04,2.0536413177860298
705,7.05,2.42705098312483
706,7.0600000000000005,2.714481157398062
707,7.07,2.9057494833859026
708,7.08,2.9940801852848136
709,7.09,2.976344103943432
710,7.1000000000000005,2.853169548885449
711,7.11,2.6289200401315997
712,7.12,2.3115397283273613
713,7.13,1.9122719692461052
714,7.140000000000001,1.4452610223051614
715,7.15,0.9270509831248319
716,7.16,0.37599970069295796
717,7.17,-0.18837155858792332
718,7.18,-0.7460696614944933
719,7.19,-1.2773378746952548
720,7.2,-1.7633557568774063
721,7.21,-2.1869058822642433
722,7.22,-2.532983776506022
723,7.23,-2.7893294576647487
724,7.24,-2.9468617521860683
725,7.25,-3.0
726,7.26,-2.9468617521860683
727,7.2700000000000005,-2.7893294576647487
728,7.28,-2.5329837765060677
729,7.29,-2.1869058822642433
730,7.3,-1.7633557568774063
731,7.3100000000000005,-1.2773378746951776
732,7.32,-0.7460696614945759
733,7.33,-0.18837155858792326
734,7.34,0.37599970069287336
735,7.3500000000000005,0.9270509831248319
736,7.36,1.4452610223051614
737,7.37,1.9122719692460393
738,7.38,2.3115397283273613
739,7.390000000000001,2.6289200401315997
740,7.4,2.853169548885449
741,7.41,2.976344103943432
742,7.42,2.9940801852848136
743,7.43,2.9057494833859026
744,7.44,2.714481157398062
745,7.45,2.42705098312483
746,7.46,2.053641317786092
747,7.47,1.6074803849369956
748,7.48,1.1043736580540136
749,7.49,0.562143943757208
750,7.5,5.874590752087764e-15
751,7.51,-0.5621439437571126
752,7.5200000000000005,-1.104373658054082
753,7.53,-1.6074803849369856
754,7.54,-2.0536413177860835
755,7.55,-2.427050983124823
756,7.5600000000000005,-2.714481157398057
757,7.57,-2.9057494833858994
758,7.58,-2.9940801852848127
759,7.59,-2.976344103943434
760,7.6000000000000005,-2.8531695488854525
761,7.61,-2.6289200401316055
762,7.62,-2.311539728327369
763,7.63,-1.912271969246114
764,7.640000000000001,-1.445261022305097
765,7.65,-0.9270509831248432
766,7.66,-0.375999700692885
767,7.67,0.18837155858791155
768,7.68,0.7460696614945644
769,7.69,1.2773378746952442
770,7.7,1.763355756877397
771,7.71,2.1869058822642353
772,7.72,2.5329837765060157
773,7.73,2.7893294576647443
774,7.74,2.9468617521860665
775,7.75,3.0
776,7.76,2.946861752186071
777,7.7700000000000005,2.789329457664753
778,7.78,2.532983776506028
779,7.79,2.1869058822642513
780,7.8,1.763355756877416
781,7.8100000000000005,1.2773378746951882
782,7.82,0.7460696614945873
783,7.83,0.188371558587935
784,7.84,-0.3759997006928617
785,7.8500000000000005,-0.9270509831248207
786,7.86,-1.4452610223051512
787,7.87,-1.9122719692460302
788,7.88,-2.3115397283273538
789,7.890000000000001,-2.628920040131594
790,7.9,-2.853169548885472
791,7.91,-2.976344103943431
792,7.92,-2.994080185284814
793,7.930000000000001,-2.9057494833858843
794,7.94,-2.714481157398067
795,7.95,-2.427050983124837
796,7.96,-2.0536413177861004
797,7.97,-1.6074803849370056
798,7.98,-1.1043736580540244
799,7.99,-0.5621439437572194
800,8.0,-1.7634913907721887e-14
801,8.01,0.5621439437571848
802,8.02,1.1043736580539916
803,8.03,1.6074803849369756
804,8.040000000000001,2.0536413177860746
805,8.05,2.4270509831248663
806,8.06,2.714481157398052
807,8.07,2.905749483385897
808,8.08,2.994080185284812
809,8.09,2.9763441039434353
810,8.1,2.8531695488854827
811,8.11,2.628920040131611
812,8.120000000000001,2.3115397283273222
813,8.13,1.9122719692460577
814,8.14,1.4452610223051074
815,8.15,0.9270509831248543
816,8.16,0.3759997006928967
817,8.17,-0.18837155858789983
818,8.18,-0.746069661494553
819,8.19,-1.2773378746951565
820,8.2,-1.7633557568773874
821,8.21,-2.1869058822642273
822,8.22,-2.5329837765060548
823,8.23,-2.7893294576647714
824,8.24,-2.9468617521860643
825,8.25,-3.0
826,8.26,-2.946861752186073
827,8.27,-2.789329457664757
828,8.28,-2.53298377650608
829,8.290000000000001,-2.186905882264201
830,8.3,-1.7633557568774254
831,8.31,-1.2773378746951989
832,8.32,-0.7460696614945986
833,8.33,-0.18837155858794674
834,8.34,0.37599970069285005
835,8.35,0.9270509831248095
836,8.36,1.4452610223050661
837,8.370000000000001,1.912271969246087
838,8.38,2.311539728327401
839,8.39,2.6289200401315886
840,8.4,2.853169548885468
841,8.41,2.976344103943429
842,8.42,2.994080185284815
843,8.43,2.9057494833859083
844,8.44,2.714481157398072
845,8.45,2.427050983124894
846,8.46,2.053641317786047
847,8.47,1.6074803849369437
848,8.48,1.1043736580540355
849,8.49,0.5621439437571473
850,8.5,2.9395237063356006e-14
851,8.51,-0.5621439437571734
852,8.52,-1.104373658053981
853,8.53,-1.607480384936966
854,8.540000000000001,-2.053641317786066
855,8.55,-2.4270509831248592
856,8.56,-2.714481157398047
857,8.57,-2.9057494833858937
858,8.58,-2.9940801852848113
859,8.59,-2.976344103943437
860,8.6,-2.85316954888546
861,8.61,-2.6289200401316166
862,8.620000000000001,-2.3115397283273293
863,8.63,-1.9122719692460666
864,8.64,-1.4452610223051177
865,8.65,-0.9270509831248654
866,8.66,-0.37599970069290845
867,8.67,0.18837155858788807
868,8.68,0.7460696614945417
869,8.69,1.2773378746951458
870,8.700000000000001,1.7633557568774472
871,8.71,2.1869058822642775
872,8.72,2.5329837765060486
873,8.73,2.789329457664767
874,8.74,2.946861752186062
875,8.75,3.0
876,8.76,2.9468617521860754
877,8.77,2.7893294576647616
878,8.78,2.5329837765060867
879,8.790000000000001,2.186905882264209
880,8.8,1.7633557568774352
881,8.81,1.2773378746952095
882,8.82,0.7460696614945275
883,8.83,0.18837155858795848
884,8.84,-0.375999700692923
885,8.85,-0.9270509831247984
886,8.86,-1.4452610223051305
887,8.870000000000001,-1.912271969246078
